timestamp,temperature_c,humidity_percent,pressure_pa,gas_ppm,radiation_uSv_h,battery_voltage_v,solar_current_ma,cpu_temp_c,vibration_mms,satellite_mode,region,fault_flag,battery_voltage_next,altitude_m,magnetic_field_uT,solar_panel_temp_c,gyro_stability_index
2025-01-01 01:38:35,21.88,12.66,101195.59,305.25,0.1884,7.347,426.98,54.95,,SAFE,AMERICA,NO,8.201,400103.54046090477,46.81400448153966,19.8397228677481,0.7225799954606105
2025-01-01 01:38:36,20.35,35.75,101214.66,144.62,0.3032,7.721,338.53,46.16,3.44,SAFE,AFRICA,YES,8.35,399871.77353345463,41.20213333846087,21.328662488303234,0.44570353603287294
2025-01-01 01:38:37,,31.96,101094.8,131.93,0.2098,7.184,723.02,38.44,3.019,ACTIVE,EUROPE,NO,8.605,399984.0594737603,46.370598519268384,18.232941926436176,
2025-01-01 01:38:38,22.71,36.6,101124.8,446.44,0.1767,,199.03,44.1,2.321,IDLE,AFRICA,NO,7.798,399834.61029477953,41.40781705087166,20.333502264455774,0.2279124601858601
2025-01-01 01:38:39,18.24,29.06,100419.48,477.76,0.0542,7.143,544.15,40.77,2.623,ACTIVE,,NO,,399829.62969832006,51.19562280305891,6.918908686397838,0.5906102434170573
2025-01-01 01:38:40,18.55,35.32,100717.85,421.62,0.0909,7.42,78.52,46.0,1.715,IDLE,EUROPE,NO,7.537,400040.63041179033,52.11025101517009,18.905857520858895,0.27686447516824536
2025-01-01 01:38:41,30.24,18.98,101243.29,395.51,0.1273,7.472,3.07,43.25,1.558,IDLE,EUROPE,NO,7.453,400406.01386842754,44.13553684947609,13.592688852235897,0.48353640733972086
2025-01-01 01:38:42,,20.65,100204.57,443.93,0.2137,7.627,356.35,,2.35,IDLE,AMERICA,NO,8.312,400060.4292600835,48.72675636727652,17.286010954034918,0.25113344878867305
2025-01-01 01:38:43,12.77,10.19,100321.08,435.93,0.0844,7.226,438.45,35.99,1.341,SAFE,AFRICA,NO,,400116.79808653716,51.015652655670735,32.1352369831262,0.4766025094639598
,12.44,28.93,101157.86,255.78,0.195,7.35,528.81,,1.658,IDLE,ASIA,NO,8.359,399946.84794057265,39.116093943390595,38.214999196596494,0.44355552010646226
2025-01-01 01:38:45,14.26,23.82,101260.83,376.7,0.1584,7.757,,55.61,3.753,IDLE,AFRICA,,8.816,399953.84450169094,50.54092435513487,29.563317937283788,0.46017964030137604
2025-01-01 01:38:46,19.38,,101168.32,314.47,0.1748,7.037,374.0,29.94,1.408,,EUROPE,,7.732,400120.5863635914,46.03802892742708,29.97826158776892,0.4117809350907801
2025-01-01 01:38:47,25.37,32.68,100135.05,316.06,0.1349,6.657,409.8,47.78,2.189,ACTIVE,AFRICA,NO,7.439,400047.4828952688,42.62016608716222,16.978097954600603,0.20780941261246216
2025-01-01 01:38:48,,26.6,102101.2,486.82,0.1082,7.204,379.16,57.47,0.701,SAFE,ASIA,YES,7.911,400107.9077713901,38.32714710373244,17.352593094730395,0.7033283057269457
,21.03,18.54,100606.88,538.96,0.0818,7.583,533.11,52.72,1.342,SAFE,EUROPE,NO,8.621,399764.59020128264,46.93284346001569,24.608092861254455,0.4530517400617064
2025-01-01 01:38:50,23.17,50.36,100915.92,68.44,0.1928,7.425,,44.8,1.349,SAFE,AFRICA,NO,,399976.2586166556,48.44922414746146,24.652216240308647,0.6715551622098215
2025-01-01 01:38:51,,29.7,100694.12,319.39,0.1446,7.113,270.23,43.18,1.9,SAFE,AFRICA,NO,7.624,399998.1043948962,56.030790502848205,31.111174432488077,
2025-01-01 01:38:52,18.54,21.33,101974.52,313.11,0.0746,,452.74,,1.296,IDLE,EUROPE,,8.303,400119.01028465363,40.854117191136886,29.474553524982998,0.612191146303507
2025-01-01 01:38:53,19.88,24.64,101535.71,489.38,0.1656,7.29,476.33,57.06,1.77,,EUROPE,NO,8.239,400073.1504689471,50.987775484468976,29.24475844814539,0.43921600321143217
2025-01-01 01:38:54,10.49,28.61,101088.38,175.95,0.3896,6.93,511.49,50.74,,SAFE,AFRICA,NO,7.912,399858.9878521661,51.820885697955546,43.54208299123139,0.48740652504826715
2025-01-01 01:38:55,13.03,28.6,101053.17,0.0,0.1359,7.298,341.54,46.49,1.838,ACTIVE,AMERICA,NO,,400226.76204162795,43.16013805481999,25.199370470765047,0.3535084882351527
2025-01-01 01:38:56,13.27,40.42,101414.8,448.51,0.2658,7.623,290.23,54.68,0.663,SAFE,ASIA,NO,8.204,400271.79075084405,50.0990997261372,31.610906489112747,0.5075677286866955
2025-01-01 01:38:57,24.58,29.36,100701.72,465.55,0.0,7.317,434.46,46.43,,ACTIVE,ASIA,NO,8.199,,38.174458511675724,40.56805393054307,0.5506271781057669
2025-01-01 01:38:58,21.47,44.84,101515.37,135.92,0.1311,6.946,,45.74,2.616,ACTIVE,AMERICA,NO,7.388,399804.165502051,55.04358492348268,27.937152122732346,0.2585960631028884
2025-01-01 01:38:59,23.67,26.54,101050.68,335.07,0.2168,7.918,549.95,50.08,1.533,ACTIVE,EUROPE,NO,8.981,399861.98924533674,44.18215924420666,23.626891745771406,0.5548177823387266
2025-01-01 01:39:00,8.96,33.41,101584.82,533.62,0.1511,7.102,289.65,39.9,2.15,IDLE,AFRICA,NO,7.649,399866.7592717152,41.19841418824628,13.395675395464055,0.6479533021113206
2025-01-01 01:39:01,11.1,38.18,101567.86,220.63,0.105,7.512,316.8,68.93,2.304,IDLE,AMERICA,NO,8.131,399998.0155882915,44.69719291281275,12.795565394783598,0.842000569159288
2025-01-01 01:39:02,23.98,39.56,101028.19,362.13,0.1482,7.651,440.15,46.26,2.05,IDLE,ASIA,NO,,400210.3961535051,45.6456901086498,33.01476412677403,0.4955062645770901
2025-01-01 01:39:03,3.33,40.49,100298.64,410.96,0.219,7.527,262.84,43.52,0.915,SAFE,AMERICA,NO,8.051,399981.2819570843,40.74042461686887,27.39226927166251,0.43851633414059304
2025-01-01 01:39:04,27.35,27.82,101201.59,178.68,0.3,7.33,212.08,51.75,0.349,SAFE,,NO,7.692,400240.0633570189,51.493045341769,32.95026933920666,0.16699172790364702
2025-01-01 01:39:05,9.06,29.96,100600.26,282.34,0.2246,6.855,488.33,53.77,1.656,,EUROPE,NO,7.777,400332.2595810013,46.89193787584906,23.31675747701097,0.41793074661902896
2025-01-01 01:39:06,25.06,10.16,101364.32,,,7.752,,39.52,2.017,IDLE,ASIA,NO,8.208,400204.9414172752,45.71109175543998,18.392576950137908,0.6326460852696443
2025-01-01 01:39:07,14.67,28.43,101196.71,330.26,0.1337,7.05,381.18,31.33,3.106,IDLE,EUROPE,NO,7.805,,39.66850459923042,14.548503575759607,0.4541402167141544
2025-01-01 01:39:08,26.29,38.73,101031.0,255.08,0.1342,7.692,352.58,42.35,3.563,ACTIVE,,NO,8.382,400179.4069043466,48.94298443922746,27.12113347636384,0.04015397924763381
2025-01-01 01:39:09,39.25,37.17,100677.22,374.92,0.0893,7.733,122.07,47.28,2.266,IDLE,AFRICA,NO,7.949,400013.4913305658,49.82564195026291,,0.4389077081211024
2025-01-01 01:39:10,6.36,29.31,101918.39,426.18,0.1391,7.034,224.39,39.07,1.918,IDLE,AMERICA,NO,7.449,399781.6490970504,47.68531244915244,19.639707973383782,0.48538019821609196
2025-01-01 01:39:11,24.17,43.59,101098.16,516.64,0.1308,7.029,392.56,44.8,1.919,ACTIVE,AMERICA,NO,7.793,400229.8514356511,44.748492691588446,45.078088484177414,0.5140345008150311
2025-01-01 01:39:12,9.15,26.93,102501.68,629.87,0.066,7.282,497.96,43.97,1.943,,ASIA,NO,8.244,400171.8290217205,43.01457565062933,37.36911690357656,0.7814731923160377
2025-01-01 01:39:13,,24.27,101342.46,374.92,0.2087,7.676,258.54,31.91,1.433,IDLE,AFRICA,NO,8.175,399718.8623219601,46.323041519771,20.0108151209484,0.6143872541659436
2025-01-01 01:39:14,18.76,26.25,101500.79,312.01,0.1795,7.221,243.68,50.29,3.066,IDLE,EUROPE,NO,7.733,399961.2024060269,46.03337127711172,35.401469880076355,0.3364843314650009
2025-01-01 01:39:15,20.78,21.02,101344.61,305.04,0.1051,7.428,425.76,52.19,1.651,,AMERICA,NO,8.263,399998.74516738974,49.52072970840259,20.49272690284094,0.4780556530808167
2025-01-01 01:39:16,14.53,34.98,101495.79,234.22,0.1603,7.249,446.22,46.57,2.256,SAFE,ASIA,NO,8.109,399920.72006257577,47.256438992078124,32.85955935587757,0.33011337294454635
2025-01-01 01:39:17,24.68,32.31,101871.34,403.78,0.0825,7.636,462.08,48.1,2.244,ACTIVE,AMERICA,NO,8.528,400191.9586361848,36.368975619360086,32.89053838242375,0.5987508912071536
2025-01-01 01:39:18,11.31,34.88,101877.11,290.62,0.1113,7.21,376.49,39.77,0.113,ACTIVE,AMERICA,NO,7.944,400162.7621907558,47.27018466091215,2.3801112151718726,0.47961419227287416
2025-01-01 01:39:19,27.45,26.69,,,0.1981,7.184,,44.04,1.161,SAFE,EUROPE,NO,7.702,400143.051343898,,23.49090094902779,0.5461682265785501
,17.54,29.54,101752.75,238.04,0.183,7.09,444.04,,2.26,IDLE,AFRICA,NO,7.969,,39.51223816024335,27.446185244426374,0.40410669843165314
2025-01-01 01:39:21,11.58,12.57,101573.57,294.07,0.1141,7.081,339.93,34.07,2.977,IDLE,EUROPE,NO,7.781,,38.19265722556394,19.35744167324667,0.15365975487785122
2025-01-01 01:39:22,29.57,,101342.95,401.88,0.1718,7.719,430.52,36.82,2.141,ACTIVE,AMERICA,NO,8.575,400251.87270396505,41.368152036083934,20.679032150290617,0.5188100567763184
2025-01-01 01:39:23,19.6,30.79,102181.28,335.01,0.1448,7.293,287.75,33.59,2.531,IDLE,ASIA,NO,7.842,399820.37256243837,36.047589217622544,22.86294609938388,0.5762789352101266
2025-01-01 01:39:24,31.45,21.2,102201.38,119.56,0.0802,7.115,324.81,58.47,1.11,ACTIVE,AMERICA,NO,7.729,399713.4092094363,43.57207637215328,22.93964102685839,0.759542839629171
2025-01-01 01:39:25,27.33,29.16,101777.3,348.18,0.1383,6.899,414.25,42.78,,SAFE,ASIA,NO,7.706,399963.7698063808,50.973428053016534,14.907844286167986,0.5298600697030691
2025-01-01 01:39:26,15.21,27.94,101053.23,253.79,0.1802,7.319,103.15,56.49,1.059,IDLE,AMERICA,NO,,,45.034726952638316,23.180273668391038,0.43458069711863856
2025-01-01 01:39:27,,44.11,100728.76,491.77,0.1714,7.154,510.65,,2.62,SAFE,AFRICA,NO,8.156,400046.55899639137,38.330257239337584,14.927226335133044,0.8331878222844524
2025-01-01 01:39:28,20.73,21.51,101702.2,466.53,0.0315,7.097,343.95,59.35,,SAFE,AMERICA,NO,7.767,400165.6262923772,39.80994263982987,27.825880452852775,0.460402557776455
2025-01-01 01:39:29,,32.65,102004.77,76.05,0.1616,7.168,11.81,54.86,3.388,IDLE,ASIA,NO,7.164,400188.23088411504,56.69537008377668,11.831269128798716,0.3962135750451699
2025-01-01 01:39:30,22.63,,100310.67,446.18,0.1518,7.437,370.28,39.52,1.983,SAFE,ASIA,NO,8.181,400136.09525398444,46.05485162017014,12.417947223092368,0.5024329664286142
2025-01-01 01:39:31,21.06,25.54,101868.15,396.72,0.0171,7.052,298.01,,0.737,SAFE,,NO,7.589,399894.941851624,46.26717074436712,41.24129521491192,0.4843455841592028
2025-01-01 01:39:32,18.8,32.21,101197.57,171.91,0.0934,7.308,224.92,36.97,2.262,IDLE,AMERICA,NO,7.718,400017.1417245501,,37.87494301538301,0.3664995060916004
2025-01-01 01:39:33,19.7,,100420.5,455.4,0.1844,7.666,584.93,50.3,1.633,SAFE,EUROPE,NO,8.836,399994.9104877347,35.98205131005027,38.39013368351607,0.2782735349618685
2025-01-01 01:39:34,27.83,,101559.7,196.41,0.2469,7.234,450.44,53.62,2.762,SAFE,AMERICA,NO,8.105,400311.25615869835,36.40397640991799,29.87204069040453,0.5082171616852487
2025-01-01 01:39:35,20.02,32.66,101779.69,487.45,0.0352,7.081,331.05,60.04,1.418,IDLE,AMERICA,NO,7.719,,39.48058394840366,32.622814860549525,0.18255301669468715
2025-01-01 01:39:36,17.63,26.05,101149.33,272.46,0.2186,7.717,356.54,56.02,3.0,SAFE,AFRICA,NO,8.398,399897.5387091744,41.56784852388765,50.56241285582152,0.41904034944615104
2025-01-01 01:39:37,16.61,37.07,100796.32,167.83,0.0184,,382.05,48.46,0.889,ACTIVE,AFRICA,NO,8.089,400378.5866150496,40.169063586181984,6.125528581076576,0.423428345675583
,16.68,27.56,102181.05,,,,154.6,47.83,3.129,,ASIA,NO,,400274.97407925274,44.35949887647076,29.62662439889501,0.4937896514580754
2025-01-01 01:39:39,11.59,29.22,100990.68,164.44,0.1333,,665.46,43.03,0.902,ACTIVE,EUROPE,YES,8.872,400008.5594555721,50.06782958422392,39.62214816709867,0.5299308366498251
2025-01-01 01:39:40,,32.89,101904.74,253.28,0.1,7.374,355.34,59.59,1.37,IDLE,AFRICA,NO,8.117,399964.1119263006,51.509666793079596,13.89372334931836,0.41215741363715813
2025-01-01 01:39:41,28.99,31.82,100568.47,276.81,0.1748,7.421,567.02,38.09,2.543,SAFE,ASIA,NO,8.542,,42.4175476594805,20.881425418447353,0.4602291235735259
2025-01-01 01:39:42,18.76,35.15,101533.0,295.32,0.0826,6.929,,36.7,3.713,IDLE,AFRICA,,7.437,400215.30279656994,43.92057445837562,15.573925770391481,0.5376135968754345
2025-01-01 01:39:43,24.23,32.54,101518.75,433.85,0.1861,7.148,420.41,36.22,2.068,ACTIVE,EUROPE,NO,7.973,399999.6945581417,46.85317367078085,13.745376935963128,0.47617911227281856
2025-01-01 01:39:44,5.13,33.75,101761.71,356.95,0.1413,7.959,,53.6,0.877,,AMERICA,NO,8.38,,,7.932273662127262,0.3612632620197533
,23.41,27.4,102071.49,470.52,0.0,7.088,4.19,52.7,,IDLE,EUROPE,NO,7.061,399972.5193662455,45.38274358266805,28.368463290214937,0.5077526632324415
2025-01-01 01:39:46,19.03,21.45,100918.19,394.63,0.0933,7.421,458.52,48.56,2.762,IDLE,AFRICA,NO,8.295,400038.37709063734,48.22950870698806,35.43872300051801,0.8612278362411625
2025-01-01 01:39:47,17.11,18.58,101585.39,149.24,0.1634,7.923,373.39,,3.318,ACTIVE,AMERICA,NO,,400302.13899198023,48.92334902235969,28.91541041113189,0.5219716443978154
2025-01-01 01:39:48,21.09,16.63,100641.72,415.98,0.2247,7.606,286.37,35.54,2.874,IDLE,AMERICA,NO,8.151,399973.2937118631,49.585776971393884,22.116472128281124,0.5487034134223937
2025-01-01 01:39:49,17.03,44.1,100636.04,378.06,0.1732,7.487,0.0,47.17,2.135,IDLE,EUROPE,NO,7.459,,45.28151253288573,24.968186023377267,0.3885792876758284
2025-01-01 01:39:50,7.26,12.3,101035.83,275.04,0.2235,7.16,293.53,54.87,1.389,ACTIVE,ASIA,YES,7.702,,49.253509278712734,23.785537820690283,0.4190978608705666
2025-01-01 01:39:51,25.53,39.55,101529.66,,,7.213,382.83,36.34,2.41,ACTIVE,ASIA,NO,7.981,399879.6153398529,30.85537112719274,,0.36233241085733137
2025-01-01 01:39:52,21.46,23.43,102163.43,423.0,0.2009,7.307,220.72,35.24,2.28,IDLE,AFRICA,NO,7.673,400297.57163489354,,20.573856683503198,0.4722392586579529
2025-01-01 01:39:53,,39.49,102254.47,463.01,0.2021,7.501,365.82,47.49,3.582,IDLE,AFRICA,,8.225,399902.6828241702,,32.740540253408675,0.646304444460044
2025-01-01 01:39:54,14.2,12.38,101147.55,467.19,0.0358,,273.84,51.13,2.413,ACTIVE,AMERICA,YES,8.303,399771.9549927705,39.61732772198803,60.41145908211407,
2025-01-01 01:39:55,11.18,28.12,101477.77,299.59,0.227,7.435,205.8,51.53,2.708,SAFE,EUROPE,NO,7.858,400005.60690009646,50.78652602352755,26.84265815162161,0.7043785905473395
2025-01-01 01:39:56,21.34,41.63,101796.5,426.01,0.1729,7.229,332.92,,1.904,IDLE,AMERICA,NO,7.869,399879.9630110559,34.26939488205195,8.975906175132017,0.5087452705753216
2025-01-01 01:39:57,29.68,35.71,101707.69,387.92,0.1303,7.371,,46.28,1.209,IDLE,EUROPE,NO,7.528,399949.7519341751,35.87226197608738,49.14503972057881,0.3280603997882785
2025-01-01 01:39:58,21.22,27.3,101240.27,283.16,0.1291,7.556,410.17,31.74,1.967,IDLE,AFRICA,NO,8.385,399910.47352879343,45.29463224447558,13.8321031842971,0.503975697657344
2025-01-01 01:39:59,11.7,14.46,101363.05,203.41,0.0773,7.501,361.8,,0.063,,EUROPE,NO,8.184,399829.48356263275,32.25985572917837,36.07803731956675,0.32631234405318876
2025-01-01 01:40:00,21.35,19.42,101269.91,352.91,0.1942,7.325,422.59,54.51,1.983,IDLE,EUROPE,NO,,399673.2940078294,45.18122279944072,,0.3448804919837747
2025-01-01 01:40:01,19.68,41.11,101220.81,420.43,0.1711,7.064,485.43,40.03,2.248,SAFE,AFRICA,NO,8.036,,51.52165172715566,21.346887413173768,
2025-01-01 01:40:02,25.18,27.21,101154.29,351.95,0.1908,7.723,,43.9,,IDLE,AFRICA,NO,8.348,400124.3421854379,44.94629932994435,15.241514782218982,0.8591881242326667
2025-01-01 01:40:03,23.64,29.43,101265.17,328.12,0.1555,7.321,27.45,27.59,2.283,SAFE,EUROPE,NO,7.387,400122.4703991588,41.38581136352364,40.43524545439418,0.6747657296824824
2025-01-01 01:40:04,2.09,32.27,101122.09,353.28,0.1644,7.474,319.19,42.76,,SAFE,,NO,8.082,400055.3116748457,50.00968057829334,22.71446373130649,0.27514783955752364
2025-01-01 01:40:05,23.27,19.58,100757.29,315.56,0.1293,7.197,212.6,57.78,2.101,IDLE,AMERICA,NO,7.586,399826.7320321839,33.92159097812334,11.669135181476486,0.48058003469831906
2025-01-01 01:40:06,13.98,33.26,,535.92,0.2254,7.189,521.92,41.44,,IDLE,ASIA,NO,8.231,400083.18780531466,47.176811799934406,34.50594426278214,0.7241912004847808
,,26.64,101583.13,382.43,0.1924,7.549,305.5,36.55,1.684,ACTIVE,EUROPE,NO,8.129,399880.45887668786,44.85118716748291,29.945873004183085,0.5975347915547224
2025-01-01 01:40:08,18.87,32.35,102263.3,291.62,0.1621,7.02,450.96,60.68,1.793,,EUROPE,NO,7.883,399854.5393790758,37.293121948802074,7.475844339637341,0.4849348310965968
2025-01-01 01:40:09,22.47,25.38,101509.76,133.04,0.1406,7.051,525.32,,3.579,SAFE,EUROPE,NO,8.081,399610.2083257555,,34.01996120780797,0.1415495783580002
,10.16,,101116.52,326.33,0.0262,,260.27,48.81,1.363,SAFE,AFRICA,NO,8.363,400198.6130919357,45.1140216895327,27.771820069106074,0.2789310509253903
2025-01-01 01:40:11,24.23,26.58,101011.78,280.78,0.0111,7.648,,46.25,1.491,SAFE,EUROPE,NO,8.366,399847.5459850894,46.331299288601315,33.10508854229801,0.46165096933651906
2025-01-01 01:40:12,24.58,35.13,101348.68,276.32,0.1242,7.525,354.71,39.61,2.755,ACTIVE,AMERICA,NO,8.218,400122.7078097868,54.022354510260755,49.4504269226204,0.7093411119305665
2025-01-01 01:40:13,20.28,33.15,101601.44,463.11,0.2388,7.078,614.75,42.89,1.382,IDLE,AMERICA,NO,,399733.0347713131,43.76355550174625,15.07518360848276,0.7758556184354732
2025-01-01 01:40:14,14.79,30.25,101202.64,359.57,0.1007,7.466,501.93,58.29,,,ASIA,YES,8.477,399853.74397897534,43.38951465886271,27.550626674931436,0.3920642825878
,14.12,37.19,100589.87,148.11,0.1034,7.378,222.29,39.51,,IDLE,ASIA,,7.826,400231.0765066141,41.943801705033806,,
2025-01-01 01:40:16,26.16,28.37,100955.49,424.26,0.0819,7.267,276.72,,1.991,SAFE,EUROPE,NO,7.794,400175.2973960123,41.487413604361514,32.85332531943895,0.33743199351895237
2025-01-01 01:40:17,10.93,30.45,101334.01,160.16,0.0597,7.373,294.33,47.79,2.743,,ASIA,NO,7.952,400252.06340579677,54.268374411317296,18.969163683638257,0.6155432652219778
2025-01-01 01:40:18,,26.16,101695.14,433.2,0.086,6.971,252.53,47.84,1.018,IDLE,AMERICA,NO,7.493,399908.7514842235,50.28286257616858,29.061712464434276,0.03158139656033315
2025-01-01 01:40:19,19.01,37.65,100582.09,292.99,0.1695,6.779,312.02,,2.586,ACTIVE,AMERICA,NO,7.404,399790.271980946,37.63688512083339,39.13369600540584,0.288143660758057
2025-01-01 01:40:20,19.42,32.33,101457.54,360.43,0.1156,7.489,286.4,48.4,2.721,ACTIVE,AFRICA,NO,8.039,400089.5340177812,46.16033725179136,44.491110069200914,0.2756857856962467
,9.75,25.54,101435.56,,0.1124,7.448,,44.48,1.787,IDLE,ASIA,NO,8.18,399686.39332575555,42.5950051266833,30.077067350911662,0.183497854937809
2025-01-01 01:40:22,19.12,18.09,101099.21,332.22,0.1062,7.476,336.17,32.09,3.025,ACTIVE,EUROPE,NO,8.162,399878.93943174416,45.877474174720334,13.191093376880707,0.5409543797715519
2025-01-01 01:40:23,23.68,38.84,101031.54,375.14,0.1666,7.631,488.45,45.33,1.861,SAFE,AFRICA,NO,8.614,399849.47479675175,32.37932328193348,36.23468581955637,0.3070893171025416
2025-01-01 01:40:24,11.98,24.05,100956.84,359.83,0.1773,7.553,258.59,,1.917,IDLE,AMERICA,NO,8.047,400303.46061011654,36.68599983210002,8.736352003201706,0.29613588353950415
2025-01-01 01:40:25,22.99,30.58,101395.4,,,7.845,149.7,47.12,2.572,,EUROPE,NO,8.11,399869.903560317,44.13306448075213,5.290880190721577,0.4759374182136899
2025-01-01 01:40:26,20.53,48.82,,376.87,0.0968,7.754,290.81,38.17,2.987,IDLE,EUROPE,NO,8.345,,48.53349629359463,17.586756261190338,0.24111751483676847
2025-01-01 01:40:27,,36.41,101923.89,379.66,0.1437,7.418,276.41,36.88,0.0,IDLE,,NO,7.94,399739.2938055836,44.38462741941223,15.359982305213341,0.24166533570816023
,25.13,42.89,100763.01,264.86,0.1807,7.447,526.8,45.76,0.334,SAFE,EUROPE,,8.452,400212.104569936,38.87534821154346,,0.5887523439443922
2025-01-01 01:40:29,6.79,25.7,101231.51,395.71,0.1589,7.467,451.45,41.84,0.97,SAFE,AMERICA,NO,8.366,400144.2706984606,47.37205939450008,35.444562731046844,
2025-01-01 01:40:30,22.08,38.57,100228.25,227.17,0.2076,6.94,505.74,42.3,2.499,SAFE,AFRICA,NO,,399916.9932370038,43.6321312246137,29.81814380762087,0.7185686182681853
2025-01-01 01:40:31,29.72,30.21,101379.59,488.02,0.0512,7.676,465.51,,2.176,,AFRICA,YES,,400201.6413979037,,6.974753741379544,0.7095099990333718
2025-01-01 01:40:32,28.64,32.93,101623.82,171.88,0.1791,7.576,113.32,44.54,0.493,ACTIVE,,NO,7.817,400283.41464564425,40.63446301458004,10.295963292038879,0.2647562834166799
2025-01-01 01:40:33,22.34,46.17,102110.48,248.76,0.2936,6.903,247.69,50.13,,IDLE,AFRICA,NO,7.363,399911.51242326334,52.442186880011796,23.352245942549768,0.5011152745727767
2025-01-01 01:40:34,18.19,27.77,100431.77,154.5,0.1533,7.865,170.17,47.2,2.455,SAFE,AMERICA,NO,,400224.7566831197,43.646041733948515,24.566304994713175,0.7977995188562226
2025-01-01 01:40:35,,30.15,,400.36,0.1562,7.272,538.05,42.05,1.793,ACTIVE,ASIA,NO,8.354,399998.29226655676,50.39635576261683,33.48824900564046,0.6488547953266356
2025-01-01 01:40:36,18.18,22.77,101397.07,299.14,0.1863,7.363,450.8,31.87,2.402,SAFE,AMERICA,NO,8.251,399730.0854450663,43.56448064071256,33.06647204283761,0.2824578806334314
2025-01-01 01:40:37,23.26,37.11,100515.81,432.31,0.1118,7.357,397.8,38.18,1.751,SAFE,AFRICA,NO,8.151,400075.2665353151,36.28358894357405,30.19600499855544,0.5993052374787814
2025-01-01 01:40:38,15.16,25.51,101411.11,232.93,0.0837,,281.75,39.05,2.874,IDLE,AFRICA,NO,7.89,399896.40664853505,46.82628165406384,15.641411160109165,0.35149880481296847
2025-01-01 01:40:39,24.54,,101636.5,,0.1541,8.118,295.3,51.71,3.079,IDLE,ASIA,YES,8.708,399742.55562229926,47.79327941124498,-3.1726253552011343,
,32.8,16.8,100684.36,419.58,0.0342,7.322,246.79,51.42,3.254,SAFE,AMERICA,NO,7.824,400044.74188191956,37.65384122023294,12.619359548868058,0.5866075820981038
2025-01-01 01:40:41,19.63,34.39,101391.29,375.42,0.1777,7.303,427.98,47.49,2.389,ACTIVE,,NO,8.135,400078.54421121825,,37.86767692491946,0.5901242412373812
2025-01-01 01:40:42,11.93,24.85,100718.89,,0.1895,7.406,362.44,42.23,2.089,SAFE,AMERICA,NO,8.102,400397.4699289339,42.84090107241683,51.012451149481585,0.43635711610900935
2025-01-01 01:40:43,11.93,35.84,102012.71,366.46,,7.145,433.26,55.43,2.828,SAFE,EUROPE,NO,7.98,399972.819567469,51.19331426575256,6.827082525023549,
2025-01-01 01:40:44,24.66,29.89,101428.32,240.72,0.1614,7.488,400.23,50.03,3.36,,EUROPE,NO,8.278,399752.73845811834,46.23704884309242,10.903369904148883,0.43464185798655963
2025-01-01 01:40:45,19.64,25.72,101004.97,220.97,0.1348,7.154,449.07,28.4,,ACTIVE,AMERICA,NO,8.018,399910.2760251494,41.490987767889344,40.891573001689736,0.5060024263814328
2025-01-01 01:40:46,25.26,26.91,100705.93,415.26,0.2535,7.55,411.99,57.66,3.166,SAFE,AFRICA,NO,8.363,400210.8009030053,42.513963099328045,25.706307105071872,0.0670111203267767
2025-01-01 01:40:47,16.8,23.2,101519.57,305.76,0.2417,7.087,482.25,43.7,1.561,ACTIVE,EUROPE,NO,8.037,400380.7846938813,53.48364468559953,33.997163064968206,
2025-01-01 01:40:48,24.98,36.7,102003.97,404.41,0.2089,7.224,438.77,52.52,1.372,ACTIVE,AMERICA,NO,8.088,400177.4823208971,48.91682507048338,12.567546462606753,0.3368332462518523
2025-01-01 01:40:49,19.05,21.61,100939.25,536.12,,,288.29,48.76,2.298,IDLE,EUROPE,NO,7.656,400086.59888060676,46.44067613000483,24.352981573029975,0.40802212628711565
,15.6,27.86,101105.18,295.14,0.1244,7.24,,34.68,1.412,SAFE,,NO,8.058,399914.6485114221,49.49497093588981,43.50834978423467,0.3842086451517097
2025-01-01 01:40:51,17.59,32.76,100948.93,277.99,,6.864,387.11,41.26,0.483,IDLE,ASIA,NO,7.604,399899.3212324497,49.65048196532589,,0.1140445427932758
2025-01-01 01:40:52,12.82,42.91,102102.75,311.09,0.1323,6.666,327.14,,1.848,ACTIVE,,NO,7.256,400101.97041309386,50.71856870270336,24.46833270186447,0.38040810630880606
2025-01-01 01:40:53,31.94,29.93,100370.68,354.68,0.0802,7.303,347.93,,3.937,IDLE,ASIA,NO,,400043.8054562647,53.17166407022813,32.80114327763623,0.37404737022883644
2025-01-01 01:40:54,19.42,28.06,101967.8,423.7,0.1558,6.939,470.82,46.13,0.516,SAFE,AFRICA,YES,7.836,399688.95094852225,51.957376696481795,40.66757165058887,0.5649033849586135
2025-01-01 01:40:55,23.87,32.19,101136.4,346.59,0.1442,7.92,414.91,45.55,2.696,IDLE,AFRICA,NO,8.736,399751.22894178075,55.307719190111314,30.465112984099743,0.20631804054276387
,16.78,13.41,101289.19,599.43,0.1358,7.292,461.67,39.64,1.8,IDLE,EUROPE,NO,8.178,399952.2984385569,42.905586134370914,,0.4951512869194361
2025-01-01 01:40:57,,20.41,101154.68,400.5,0.1459,7.613,354.82,42.98,1.44,SAFE,ASIA,NO,8.323,400011.63127261534,,18.25595423339875,0.27269700440669536
2025-01-01 01:40:58,18.6,27.0,101444.8,443.7,0.1543,7.493,487.98,45.88,1.327,IDLE,AFRICA,NO,8.436,399876.3096398375,55.19965493390244,32.767161586389335,0.5884829485139906
